primary_city,state,county
Upper Darby,PA,Delaware
Havertown,PA,Delaware
Villanova,PA,Delaware
Wallingford,PA,Delaware
Willow Grove,PA,Montgomery
Woodlyn,PA,Delaware
Wyncote,PA,Montgomery
Wynnewood,PA,Montgomery
Paoli,PA,Chester
Atglen,PA,Chester
Avondale,PA,Chester
Berwyn,PA,Chester
Brandamore,PA,Chester
Chadds Ford,PA,Delaware
Chatham,PA,Chester
Cheyney,PA,Delaware
Coatesville,PA,Chester
Cochranville,PA,Chester
Concordville,PA,Delaware
Devon,PA,Chester
Downingtown,PA,Chester
Exton,PA,Chester
Glen Mills,PA,Delaware
Glenmoore,PA,Chester
Honey Brook,PA,Chester
Immaculata,PA,Chester
Kelton,PA,Chester
Kemblesville,PA,Chester
Kennett Square,PA,Chester
Landenberg,PA,Chester
Lewisville,PA,Chester
Lincoln University,PA,Chester
Lionville,PA,Chester
Lyndell,PA,Chester
Malvern,PA,Chester
Mendenhall,PA,Chester
Modena,PA,Chester
New London,PA,Chester
Nottingham,PA,Chester
Oxford,PA,Chester
Parkesburg,PA,Chester
Pocopson,PA,Chester
Pomeroy,PA,Chester
Sadsburyville,PA,Chester
Suplee,PA,Chester
Thorndale,PA,Chester
Thornton,PA,Delaware
Toughkenamon,PA,Chester
Unionville,PA,Chester
Wagontown,PA,Chester
West Chester,PA,Chester
West Grove,PA,Chester
Westtown,PA,Chester
Southeastern,PA,Chester
Norristown,PA,Montgomery
Bridgeport,PA,Montgomery
King Of Prussia,PA,Montgomery
Audubon,PA,Montgomery
Eagleville,PA,Montgomery
Fairview Village,PA,Montgomery
Arcola,PA,Montgomery
Birchrunville,PA,Chester
Blue Bell,PA,Montgomery
Cedars,PA,Montgomery
Chester Springs,PA,Chester
Collegeville,PA,Montgomery
Conshohocken,PA,Montgomery
Creamery,PA,Montgomery
Devault,PA,Chester
Frederick,PA,Montgomery
Gwynedd,PA,Montgomery
Gwynedd Valley,PA,Montgomery
Harleysville,PA,Montgomery
Hatfield,PA,Montgomery
Kimberton,PA,Chester
Kulpsville,PA,Montgomery
Lafayette Hill,PA,Montgomery
Lansdale,PA,Montgomery
Lederach,PA,Montgomery
Mainland,PA,Montgomery
Mont Clare,PA,Montgomery
North Wales,PA,Montgomery
Oaks,PA,Montgomery
Parker Ford,PA,Chester
Phoenixville,PA,Chester
Plymouth Meeting,PA,Montgomery
Pottstown,PA,Montgomery
Royersford,PA,Montgomery
Saint Peters,PA,Chester
Sassamansville,PA,Montgomery
Schwenksville,PA,Montgomery
Skippack,PA,Montgomery
Spring City,PA,Chester
Spring House,PA,Montgomery
Spring Mount,PA,Montgomery
Uwchland,PA,Chester
Valley Forge,PA,Montgomery
West Point,PA,Montgomery
Worcester,PA,Montgomery
Zieglerville,PA,Montgomery
Adamstown,PA,Lancaster
Bally,PA,Berks
Barto,PA,Berks
Bechtelsville,PA,Berks
Bernville,PA,Berks
Bethel,PA,Berks
Birdsboro,PA,Berks
Blandon,PA,Berks
Bowers,PA,Berks
Boyertown,PA,Berks
Centerport,PA,Berks
Douglassville,PA,Berks
Earlville,PA,Berks
Elverson,PA,Chester
Fleetwood,PA,Berks
Geigertown,PA,Berks
Gilbertsville,PA,Montgomery
Hamburg,PA,Berks
Kempton,PA,Berks
Kutztown,PA,Berks
Leesport,PA,Berks
Lenhartsville,PA,Berks
Limekiln,PA,Berks
Lyon Station,PA,Berks
Maxatawny,PA,Berks
Mertztown,PA,Berks
Mohnton,PA,Berks
Mohrsville,PA,Berks
Monocacy Station,PA,Berks
Morgantown,PA,Berks
Mount Aetna,PA,Berks
New Berlinville,PA,Berks
Oley,PA,Berks
Pine Forge,PA,Berks
Port Clinton,PA,Schuylkill
Rehrersburg,PA,Berks
Robesonia,PA,Berks
Shartlesville,PA,Berks
Shoemakersville,PA,Berks
Strausstown,PA,Berks
Temple,PA,Berks
Topton,PA,Berks
Virginville,PA,Berks
Wernersville,PA,Berks
Womelsdorf,PA,Berks
Reading,PA,Berks
Bear,DE,New Castle
Newark,DE,New Castle
Claymont,DE,New Castle
Delaware City,DE,New Castle
Hockessin,DE,New Castle
Kirkwood,DE,New Castle
Middletown,DE,New Castle
Montchanin,DE,New Castle
New Castle,DE,New Castle
Odessa,DE,New Castle
Port Penn,DE,New Castle
Rockland,DE,New Castle
Saint Georges,DE,New Castle
Townsend,DE,New Castle
Winterthur,DE,New Castle
Yorklyn,DE,New Castle
Wilmington,DE,New Castle
Dover,DE,Kent
Dover AFB,DE,Kent
Bethany Beach,DE,Sussex
Bethel,DE,Sussex
Bridgeville,DE,Sussex
Camden Wyoming,DE,Kent
Cheswold,DE,Kent
Clayton,DE,Kent
Dagsboro,DE,Sussex
Delmar,DE,Sussex
Ellendale,DE,Sussex
Felton,DE,Kent
Fenwick Island,DE,Sussex
Frankford,DE,Sussex
Frederica,DE,Kent
Georgetown,DE,Sussex
Greenwood,DE,Sussex
Harbeson,DE,Sussex
Harrington,DE,Kent
Hartly,DE,Kent
Houston,DE,Kent
Kenton,DE,Kent
Laurel,DE,Sussex
Lewes,DE,Sussex
Lincoln,DE,Sussex
Little Creek,DE,Kent
Magnolia,DE,Kent
Milford,DE,Sussex
Marydel,DE,Kent
Millsboro,DE,Sussex
Millville,DE,Sussex
Milton,DE,Sussex
Nassau,DE,Sussex
Ocean View,DE,Sussex
Rehoboth Beach,DE,Sussex
Seaford,DE,Sussex
Selbyville,DE,Sussex
Smyrna,DE,Kent
Viola,DE,Kent
Woodside,DE,Kent
Washington,DC,District of Columbia
Dulles,VA,Loudoun
Aldie,VA,Loudoun
Amissville,VA,Culpeper
Arcola,VA,Loudoun
Manassas,VA,Manassas City
Marshall,VA,Fauquier
Middleburg,VA,Loudoun
Catlett,VA,Fauquier
Centreville,VA,Fairfax
Clifton,VA,Fairfax
Orlean,VA,Fauquier
Paeonian Springs,VA,Loudoun
Paris,VA,Clarke
Philomont,VA,Loudoun
Purcellville,VA,Loudoun
Bluemont,VA,Clarke
Bristow,VA,Prince William
Broad Run,VA,Fauquier
Calverton,VA,Fauquier
Casanova,VA,Fauquier
Rectortown,VA,Fauquier
Round Hill,VA,Loudoun
Catharpin,VA,Prince William
Delaplane,VA,Fauquier
Ashburn,VA,Loudoun
Chantilly,VA,Fairfax
Gainesville,VA,Prince William
Hamilton,VA,Loudoun
Lincoln,VA,Loudoun
Sterling,VA,Loudoun
Haymarket,VA,Prince William
Herndon,VA,Fairfax
Leesburg,VA,Loudoun
Lovettsville,VA,Loudoun
Nokesville,VA,Prince William
Upperville,VA,Fauquier
Warrenton,VA,Fauquier
Reston,VA,Fairfax
Waterford,VA,Loudoun
The Plains,VA,Fauquier
Naval Anacost Annex,DC,District of Columbia
Washington Navy Yard,DC,District of Columbia
Dhs,MD,Howard
Dhs,VA,Fairfax
Waldorf,MD,Charles
Abell,MD,St. Mary's
Accokeek,MD,Prince George's
Aquasco,MD,Prince George's
Avenue,MD,St. Mary's
Barstow,MD,Calvert
Bel Alton,MD,Charles
Benedict,MD,Charles
Brandywine,MD,Prince George's
Broomes Island,MD,Calvert
Bryans Road,MD,Charles
Bryantown,MD,Charles
Bushwood,MD,St. Mary's
California,MD,St. Mary's
Callaway,MD,St. Mary's
Chaptico,MD,St. Mary's
Charlotte Hall,MD,Charles
Cheltenham,MD,Prince George's
Clements,MD,St. Mary's
Cobb Island,MD,Charles
Coltons Point,MD,St. Mary's
Compton,MD,St. Mary's
Dameron,MD,St. Mary's
Dowell,MD,Calvert
Drayden,MD,St. Mary's
Faulkner,MD,Charles
Great Mills,MD,St. Mary's
Helen,MD,St Mary's
Hollywood,MD,St. Mary's
Hughesville,MD,Charles
Huntingtown,MD,Calvert
Indian Head,MD,Charles
Ironsides,MD,Charles
Issue,MD,Charles
La Plata,MD,Charles
Leonardtown,MD,St. Mary's
Lexington Park,MD,St. Mary's
Loveville,MD,St. Mary's
Lusby,MD,Calvert
Marbury,MD,Charles
Mechanicsville,MD,St. Mary's
Morganza,MD,St. Mary's
Mount Victoria,MD,Charles
Nanjemoy,MD,Charles
Newburg,MD,Charles
Park Hall,MD,St. Mary's
Patuxent River,MD,St. Mary's
Piney Point,MD,St. Mary's
Pomfret,MD,Charles
Port Republic,MD,Calvert
Port Tobacco,MD,Charles
Prince Frederick,MD,Calvert
Ridge,MD,St. Mary's
Rock Point,MD,Charles
Saint Inigoes,MD,St. Mary's
Saint Leonard,MD,Calvert
Saint Marys City,MD,St. Mary's
Scotland,MD,St. Mary's
Solomons,MD,Calvert
Sunderland,MD,Calvert
Tall Timbers,MD,St. Mary's
Valley Lee,MD,St. Mary's
Welcome,MD,Charles
White Plains,MD,Charles
Southern Md Facility,MD,Prince George's
Annapolis Junction,MD,Anne Arundel
Lanham,MD,Prince George's
Beltsville,MD,Prince George's
Laurel,MD,Prince George's
Bladensburg,MD,Prince George's
Lothian,MD,Anne Arundel
Mount Rainier,MD,Prince George's
North Beach,MD,Calvert
Bowie,MD,Prince George's
Brentwood,MD,Prince George's
Capitol Heights,MD,Prince George's
Chesapeake Beach,MD,Calvert
Churchton,MD,Anne Arundel
Clinton,MD,Prince George's
Owings,MD,Calvert
Riverdale,MD,Prince George's
College Park,MD,Prince George's
Fort Washington,MD,Prince George's
Oxon Hill,MD,Prince George's
Suitland,MD,Prince George's
District Heights,MD,Prince George's
Temple Hills,MD,Prince George's
Deale,MD,Anne Arundel
Dunkirk,MD,Calvert
Fort George G Meade,MD,Anne Arundel
Friendship,MD,Anne Arundel
Fulton,MD,Howard
Andrews Air Force Base,MD,Prince George's
Savage,MD,Howard
Shady Side,MD,Anne Arundel
Galesville,MD,Anne Arundel
Greenbelt,MD,Prince George's
Glenn Dale,MD,Prince George's
Upper Marlboro,MD,Prince George's
Harwood,MD,Anne Arundel
Highland,MD,Howard
West River,MD,Anne Arundel
Tracys Landing,MD,Anne Arundel
Hyattsville,MD,Prince George's
Jessup,MD,Howard
Bethesda,MD,Montgomery
Glen Echo,MD,Montgomery
Chevy Chase,MD,Montgomery
Cabin John,MD,Montgomery
Olney,MD,Montgomery
Brookeville,MD,Montgomery
Poolesville,MD,Montgomery
Barnesville,MD,Montgomery
Beallsville,MD,Montgomery
Boyds,MD,Montgomery
Dickerson,MD,Montgomery
Rockville,MD,Montgomery
Potomac,MD,Montgomery
Derwood,MD,Montgomery
Sandy Spring,MD,Montgomery
Ashton,MD,Montgomery
Brinklow,MD,Montgomery
Burtonsville,MD,Montgomery
Spencerville,MD,Montgomery
Clarksburg,MD,Montgomery
Damascus,MD,Montgomery
Germantown,MD,Montgomery
Gaithersburg,MD,Montgomery
Washington Grove,MD,Montgomery
Montgomery Village,MD,Montgomery
Kensington,MD,Montgomery
Garrett Park,MD,Montgomery
Suburb Maryland Fac,MD,Montgomery
Silver Spring,MD,Montgomery
Takoma Park,MD,Montgomery
Aberdeen,MD,Harford
Aberdeen Proving Ground,MD,Harford
Abingdon,MD,Harford
Gunpowder,MD,Harford
Arnold,MD,Anne Arundel
Baldwin,MD,Baltimore
Bel Air,MD,Harford
Belcamp,MD,Harford
Benson,MD,Harford
Boring,MD,Baltimore
Brooklandville,MD,Baltimore
Butler,MD,Baltimore
Chase,MD,Baltimore
Churchville,MD,Harford
Clarksville,MD,Howard
Cockeysville,MD,Baltimore
Hunt Valley,MD,Baltimore
Crownsville,MD,Anne Arundel
Darlington,MD,Harford
Davidsonville,MD,Anne Arundel
Dayton,MD,Howard
Edgewater,MD,Anne Arundel
Edgewood,MD,Harford
Ellicott City,MD,Howard
Columbia,MD,Howard
Fallston,MD,Harford
Finksburg,MD,Carroll
Forest Hill,MD,Harford
Fork,MD,Baltimore
Fort Howard,MD,Baltimore
Freeland,MD,Baltimore
Gambrills,MD,Anne Arundel
Gibson Island,MD,Anne Arundel
Glen Arm,MD,Baltimore
Glen Burnie,MD,Anne Arundel
Glyndon,MD,Baltimore
Hampstead,MD,Carroll
Elkridge,MD,Howard
Hanover,MD,Anne Arundel
Harmans,MD,Anne Arundel
Havre De Grace,MD,Harford
Hydes,MD,Baltimore
Jarrettsville,MD,Harford
Joppa,MD,Harford
Kingsville,MD,Baltimore
Lineboro,MD,Carroll
Linthicum Heights,MD,Anne Arundel
Long Green,MD,Baltimore
Lutherville Timonium,MD,Baltimore
Manchester,MD,Carroll
Marriottsville,MD,Howard
Maryland Line,MD,Baltimore
Mayo,MD,Anne Arundel
Millersville,MD,Anne Arundel
Monkton,MD,Baltimore
Odenton,MD,Anne Arundel
Crofton,MD,Anne Arundel
Owings Mills,MD,Baltimore
Parkton,MD,Baltimore
Pasadena,MD,Anne Arundel
Perry Hall,MD,Baltimore
Perryman,MD,Harford
Phoenix,MD,Baltimore
Pylesville,MD,Harford
Randallstown,MD,Baltimore
Reisterstown,MD,Baltimore
Riderwood,MD,Baltimore
Riva,MD,Anne Arundel
Severn,MD,Anne Arundel
Severna Park,MD,Anne Arundel
Simpsonville,MD,Howard
Sparks Glencoe,MD,Baltimore
Stevenson,MD,Baltimore
Street,MD,Harford
Upperco,MD,Baltimore
Upper Falls,MD,Baltimore
Westminster,MD,Carroll
Whiteford,MD,Harford
White Hall,MD,Harford
White Marsh,MD,Baltimore
Woodstock,MD,Howard
Baltimore,MD,Baltimore city
Towson,MD,Baltimore
Gwynn Oak,MD,Baltimore
Pikesville,MD,Baltimore
Sparrows Point,MD,Baltimore
Middle River,MD,Baltimore
Essex,MD,Baltimore
Dundalk,MD,Baltimore
Brooklyn,MD,Baltimore city
Curtis Bay,MD,Anne Arundel
Halethorpe,MD,Baltimore
Catonsville,MD,Baltimore
Parkville,MD,Baltimore
Nottingham,MD,Baltimore
Rosedale,MD,Baltimore
Windsor Mill,MD,Baltimore
Annapolis,MD,Anne Arundel
Cumberland,MD,Allegany
Accident,MD,Garrett
Barton,MD,Allegany
Bittinger,MD,Garrett
Bloomington,MD,Garrett
Corriganville,MD,Allegany
Eckhart Mines,MD,Allegany
Ellerslie,MD,Allegany
Flintstone,MD,Allegany
Friendsville,MD,Garrett
Frostburg,MD,Allegany
Grantsville,MD,Garrett
Kitzmiller,MD,Garrett
Lonaconing,MD,Allegany
Luke,MD,Allegany
Mc Henry,MD,Garrett
Midland,MD,Allegany
Midlothian,MD,Allegany
Mount Savage,MD,Allegany
Oakland,MD,Garrett
Oldtown,MD,Allegany
Pinto,MD,Allegany
Rawlings,MD,Allegany
Spring Gap,MD,Allegany
Swanton,MD,Garrett
Westernport,MD,Allegany
Easton,MD,Talbot
Barclay,MD,Queen Anne's
Bethlehem,MD,Caroline
Betterton,MD,Kent
Bozman,MD,Talbot
Cambridge,MD,Dorchester
Centreville,MD,Queen Anne's
Chester,MD,Queen Anne's
Chestertown,MD,Kent
Church Creek,MD,Dorchester
Church Hill,MD,Queen Anne's
Claiborne,MD,Talbot
Cordova,MD,Talbot
Crapo,MD,Dorchester
Crocheron,MD,Dorchester
Crumpton,MD,Queen Anne's
Denton,MD,Caroline
East New Market,MD,Dorchester
Federalsburg,MD,Caroline
Fishing Creek,MD,Dorchester
Galena,MD,Kent
Goldsboro,MD,Caroline
Grasonville,MD,Queen Anne's
Greensboro,MD,Caroline
Henderson,MD,Caroline
Hillsboro,MD,Caroline
Hurlock,MD,Dorchester
Ingleside,MD,Queen Anne's
Kennedyville,MD,Kent
Mcdaniel,MD,Talbot
Madison,MD,Dorchester
Marydel,MD,Caroline
Massey,MD,Kent
Millington,MD,Kent
Neavitt,MD,Talbot
Newcomb,MD,Talbot
Oxford,MD,Talbot
Preston,MD,Caroline
Price,MD,Queen Anne's
Queen Anne,MD,Queen Anne's
Queenstown,MD,Queen Anne's
Rhodesdale,MD,Dorchester
Ridgely,MD,Caroline
Rock Hall,MD,Kent
Royal Oak,MD,Talbot
Saint Michaels,MD,Talbot
Secretary,MD,Dorchester
Sherwood,MD,Talbot
Stevensville,MD,Queen Anne's
Still Pond,MD,Kent
Sudlersville,MD,Queen Anne's
Taylors Island,MD,Dorchester
Templeville,MD,Caroline
Tilghman,MD,Talbot
Toddville,MD,Dorchester
Trappe,MD,Talbot
Wingate,MD,Dorchester
Wittman,MD,Talbot
Woolford,MD,Dorchester
Worton,MD,Kent
Wye Mills,MD,Talbot
Frederick,MD,Frederick
Adamstown,MD,Frederick
Big Pool,MD,Washington
Boonsboro,MD,Washington
Braddock Heights,MD,Frederick
Brownsville,MD,Washington
Brunswick,MD,Frederick
Buckeystown,MD,Frederick
Burkittsville,MD,Frederick
Cascade,MD,Washington
Cavetown,MD,Washington
Chewsville,MD,Washington
Clear Spring,MD,Washington
Cooksville,MD,Howard
Emmitsburg,MD,Frederick
Fairplay,MD,Washington
Funkstown,MD,Washington
Glenelg,MD,Howard
Glenwood,MD,Howard
Hagerstown,MD,Washington
Hancock,MD,Washington
Ijamsville,MD,Frederick
Jefferson,MD,Frederick
Keedysville,MD,Washington
Keymar,MD,Frederick
Knoxville,MD,Frederick
Ladiesburg,MD,Frederick
Libertytown,MD,Frederick
Lisbon,MD,Howard
Little Orleans,MD,Allegany
Maugansville,MD,Washington
Middletown,MD,Frederick
Monrovia,MD,Frederick
Mount Airy,MD,Frederick
Myersville,MD,Frederick
New Market,MD,Frederick
New Midway,MD,Frederick
New Windsor,MD,Carroll
Point Of Rocks,MD,Frederick
Rocky Ridge,MD,Frederick
Rohrersville,MD,Washington
Sabillasville,MD,Frederick
Saint James,MD,Washington
Sharpsburg,MD,Washington
Smithsburg,MD,Washington
Sykesville,MD,Carroll
Taneytown,MD,Carroll
Thurmont,MD,Frederick
Tuscarora,MD,Frederick
Union Bridge,MD,Carroll
Unionville,MD,Frederick
Walkersville,MD,Frederick
West Friendship,MD,Howard
Williamsport,MD,Washington
Woodbine,MD,Howard
Woodsboro,MD,Frederick
Salisbury,MD,Wicomico
Allen,MD,Wicomico
Berlin,MD,Worcester
Bishopville,MD,Worcester
Bivalve,MD,Wicomico
Crisfield,MD,Somerset
Deal Island,MD,Somerset
Eden,MD,Wicomico
Ewell,MD,Somerset
Fruitland,MD,Wicomico
Girdletree,MD,Worcester
Hebron,MD,Wicomico
Linkwood,MD,Dorchester
Manokin,MD,Somerset
Mardela Springs,MD,Wicomico
Marion Station,MD,Somerset
Nanticoke,MD,Wicomico
Newark,MD,Worcester
Ocean City,MD,Worcester
Parsonsburg,MD,Wicomico
Pittsville,MD,Wicomico
Pocomoke City,MD,Worcester
Powellville,MD,Wicomico
Princess Anne,MD,Somerset
Quantico,MD,Wicomico
Rehobeth,MD,Somerset
Sharptown,MD,Wicomico
Showell,MD,Worcester
Snow Hill,MD,Worcester
Stockton,MD,Worcester
Tyaskin,MD,Wicomico
Tylerton,MD,Somerset
Upper Fairmount,MD,Somerset
Vienna,MD,Dorchester
Westover,MD,Somerset
Whaleyville,MD,Worcester
Willards,MD,Wicomico
Delmar,MD,Wicomico
North East,MD,Cecil
Perry Point,MD,Cecil
Perryville,MD,Cecil
Port Deposit,MD,Cecil
Rising Sun,MD,Cecil
Warwick,MD,Cecil
Cecilton,MD,Cecil
Charlestown,MD,Cecil
Chesapeake City,MD,Cecil
Childs,MD,Cecil
Colora,MD,Cecil
Conowingo,MD,Cecil
Earleville,MD,Cecil
Elk Mills,MD,Cecil
Elkton,MD,Cecil
Georgetown,MD,Cecil
Annandale,VA,Fairfax
Burke,VA,Fairfax
Dumfries,VA,Prince William
Dunn Loring,VA,Fairfax
Fairfax,VA,Fairfax
Fairfax Station,VA,Fairfax
Falls Church,VA,Falls Church City
Fort Belvoir,VA,Fairfax
Great Falls,VA,Fairfax
Greenway,VA,Fairfax
Lorton,VA,Fairfax
Merrifield,VA,Fairfax
Mc Lean,VA,Fairfax
West Mclean,VA,Fairfax
Mount Vernon,VA,Fairfax
Newington,VA,Fairfax
Oakton,VA,Fairfax
Occoquan,VA,Prince William
Quantico,VA,Prince William
Springfield,VA,Fairfax
Triangle,VA,Prince William
Vienna,VA,Fairfax
Woodbridge,VA,Prince William
Arlington,VA,Arlington
Fort Myer,VA,Arlington
Alexandria,VA,Alexandria city
Fredericksburg,VA,Fredericksburg city
Bowling Green,VA,Caroline
Brooke,VA,Stafford
Burgess,VA,Northumberland
Burr Hill,VA,Orange
Callao,VA,Northumberland
Caret,VA,Essex
Center Cross,VA,Essex
Champlain,VA,Essex
Coles Point,VA,Westmoreland
Colonial Beach,VA,Westmoreland
Corbin,VA,Caroline
Dahlgren,VA,King George
Dogue,VA,King George
Dunnsville,VA,Essex
Edwardsville,VA,Northumberland
Farnham,VA,Richmond
Garrisonville,VA,Stafford
Hague,VA,Westmoreland
Hartwood,VA,Stafford
Haynesville,VA,Richmond
Heathsville,VA,Northumberland
Hustle,VA,Essex
Irvington,VA,Lancaster
Jersey,VA,King George
Kilmarnock,VA,Lancaster
King George,VA,King George
Kinsale,VA,Westmoreland
Ladysmith,VA,Caroline
Lancaster,VA,Lancaster
Laneview,VA,Essex
Lively,VA,Lancaster
Locust Grove,VA,Orange
Loretto,VA,Essex
Lottsburg,VA,Northumberland
Merry Point,VA,Lancaster
Milford,VA,Caroline
Mollusk,VA,Lancaster
Montross,VA,Westmoreland
Morattico,VA,Lancaster
Mount Holly,VA,Westmoreland
Ninde,VA,King George
Nuttsville,VA,Lancaster
Oldhams,VA,Westmoreland
Ophelia,VA,Northumberland
Partlow,VA,Spotsylvania
Port Royal,VA,Caroline
Rappahannock Academy,VA,Caroline
Reedville,VA,Northumberland
Rhoadesville,VA,Orange
Rollins Fork,VA,King George
Ruby,VA,Stafford
Ruther Glen,VA,Caroline
Sealston,VA,King George
Sharps,VA,Richmond
Spotsylvania,VA,Spotsylvania
Sparta,VA,Caroline
Stafford,VA,Stafford
Stratford,VA,Westmoreland
Tappahannock,VA,Essex
Thornburg,VA,Spotsylvania
Unionville,VA,Orange
Village,VA,Richmond
Warsaw,VA,Richmond
Weems,VA,Lancaster
Sandy Point,VA,Westmoreland
White Stone,VA,Lancaster
Wicomico Church,VA,Northumberland
Woodford,VA,Caroline
Zacata,VA,Westmoreland
Winchester,VA,Winchester city
Bentonville,VA,Warren
Berryville,VA,Clarke
Boyce,VA,Clarke
Brucetown,VA,Frederick
Chester Gap,VA,Rappahannock
Clear Brook,VA,Frederick
Cross Junction,VA,Frederick
Fishers Hill,VA,Shenandoah
Flint Hill,VA,Rappahannock
Front Royal,VA,Warren
Gore,VA,Frederick
Hume,VA,Fauquier
Huntly,VA,Rappahannock
Strasburg,VA,Shenandoah
Linden,VA,Warren
Markham,VA,Fauquier
Maurertown,VA,Shenandoah
Middletown,VA,Frederick
Millwood,VA,Clarke
Rileyville,VA,Page
Fort Valley,VA,Shenandoah
Star Tannery,VA,Frederick
Stephens City,VA,Frederick
Stephenson,VA,Frederick
Toms Brook,VA,Shenandoah
White Post,VA,Frederick
Woodstock,VA,Shenandoah
Culpeper,VA,Culpeper
Aroda,VA,Madison
Banco,VA,Madison
Bealeton,VA,Fauquier
Boston,VA,Culpeper
Brandy Station,VA,Culpeper
Brightwood,VA,Madison
Castleton,VA,Rappahannock
Elkwood,VA,Culpeper
Etlan,VA,Madison
Goldvein,VA,Fauquier
Graves Mill,VA,Madison
Haywood,VA,Madison
Hood,VA,Madison
Jeffersonton,VA,Culpeper
Leon,VA,Madison
Lignum,VA,Culpeper
Madison,VA,Madison
Midland,VA,Fauquier
Mitchells,VA,Culpeper
Oakpark,VA,Madison
Pratts,VA,Madison
Radiant,VA,Madison
Rapidan,VA,Culpeper
Remington,VA,Fauquier
Reva,VA,Culpeper
Richardsville,VA,Culpeper
Rixeyville,VA,Culpeper
Rochelle,VA,Madison
Somerville,VA,Fauquier
Sperryville,VA,Rappahannock
Stevensburg,VA,Culpeper
Sumerduck,VA,Fauquier
Syria,VA,Madison
Viewtown,VA,Culpeper
Washington,VA,Rappahannock
Wolftown,VA,Madison
Woodville,VA,Rappahannock
Harrisonburg,VA,Harrisonburg city
Basye,VA,Shenandoah
Bergton,VA,Rockingham
Bridgewater,VA,Rockingham
Broadway,VA,Rockingham
Criders,VA,Rockingham
Dayton,VA,Rockingham
Edinburg,VA,Shenandoah
Elkton,VA,Rockingham
Fulks Run,VA,Rockingham
Hinton,VA,Rockingham
Keezletown,VA,Rockingham
Lacey Spring,VA,Rockingham
Linville,VA,Rockingham
Luray,VA,Page
Mc Gaheysville,VA,Rockingham
Mount Crawford,VA,Rockingham
Mount Jackson,VA,Shenandoah
Mount Solon,VA,Augusta
New Market,VA,Shenandoah
Orkney Springs,VA,Shenandoah
Penn Laird,VA,Rockingham
Quicksburg,VA,Shenandoah
Pleasant Valley,VA,Rockingham
Shenandoah,VA,Page
Singers Glen,VA,Rockingham
Stanley,VA,Page
Timberville,VA,Rockingham
Charlottesville,VA,Albemarle
Afton,VA,Nelson
Arrington,VA,Nelson
Barboursville,VA,Greene
Batesville,VA,Albemarle
Covesville,VA,Albemarle
Crozet,VA,Albemarle
Dyke,VA,Greene
Earlysville,VA,Albemarle
Esmont,VA,Albemarle
Faber,VA,Nelson
Fishersville,VA,Augusta
Free Union,VA,Albemarle
Gordonsville,VA,Louisa
Greenwood,VA,Albemarle
Ivy,VA,Albemarle
Keene,VA,Albemarle
Keswick,VA,Albemarle
Locust Dale,VA,Madison
Lovingston,VA,Nelson
Lyndhurst,VA,Augusta
Montpelier Station,VA,Orange
Nellysford,VA,Nelson
North Garden,VA,Albemarle
Orange,VA,Orange
Palmyra,VA,Fluvanna
Piney River,VA,Nelson
Quinque,VA,Greene
Roseland,VA,Nelson
Ruckersville,VA,Greene
Schuyler,VA,Albemarle
Shipman,VA,Nelson
Somerset,VA,Orange
Stanardsville,VA,Greene
Troy,VA,Fluvanna
Tyro,VA,Nelson
Waynesboro,VA,Waynesboro city
White Hall,VA,Albemarle
Woodberry Forest,VA,Madison
Achilles,VA,Gloucester
Amelia Court House,VA,Amelia
Ark,VA,Gloucester
Arvonia,VA,Buckingham
Ashland,VA,Hanover
Aylett,VA,King William
Barhamsville,VA,New Kent
Beaumont,VA,Powhatan
Beaverdam,VA,Hanover
Bena,VA,Gloucester
Bohannon,VA,Mathews
Bremo Bluff,VA,Fluvanna
Bruington,VA,King and Queen
Bumpass,VA,Louisa
Cardinal,VA,Mathews
Cartersville,VA,Cumberland
Charles City,VA,Charles City
Christchurch,VA,Middlesex
Church View,VA,Middlesex
Cobbs Creek,VA,Mathews
Columbia,VA,Goochland
Crozier,VA,Goochland
Cumberland,VA,Cumberland
Deltaville,VA,Middlesex
Diggs,VA,Mathews
Doswell,VA,Hanover
Dutton,VA,Mathews
Fork Union,VA,Fluvanna
Foster,VA,Mathews
Glen Allen,VA,Henrico
Gloucester,VA,Gloucester
Gloucester Point,VA,Gloucester
Goochland,VA,Goochland
Grimstead,VA,Mathews
Gum Spring,VA,Goochland
Gwynn,VA,Mathews
Hadensville,VA,Goochland
Hallieford,VA,Mathews
Hanover,VA,Hanover
Hardyville,VA,Middlesex
Hartfield,VA,Middlesex
Hayes,VA,Gloucester
Henrico,VA,Henrico
Hudgins,VA,Mathews
Jamaica,VA,Middlesex
Jamestown,VA,James City
